Timestamp,Şirket lokasyon,Çalışma türü,Çalışma şekli,Cinsiyet,Toplam kaç yıllık iş deneyimin var?,Hangi seviyedesin?,Hangi programlama dillerini kullanıyorsun,Ne yapıyorsun?,Frontend yazıyorsan hangilerini kullanıyorsun,Hangi tool'ları kullanıyorsun,Aylık ortalama net kaç bin TL alıyorsun?
8/20/2025 14:06:55,Türkiye,Tam zamanlı,Remote,Kadın,3,Junior,"HTML/CSS, JavaScript, TypeScript, Java, PHP, Python, Dart, C, C++, SQL",Fullstack,"React, Angular, Vue","FastApi, Redux, Firebase",71 - 80
8/20/2025 14:07:03,Türkiye,Tam zamanlı,Office,Erkek,9,Senior,"HTML/CSS, JavaScript, SQL",Fullstack,React,"FastApi, Redux, Zustand, Supabase, Firebase",121 - 130
8/20/2025 14:07:04,Türkiye,Tam zamanlı,Remote,Erkek,7,Senior,"Java, Go, C#, SQL",Backend,Kullanmıyorum,Kullanmıyorum,111 - 120
8/20/2025 14:07:20,Türkiye,Tam zamanlı,Remote,Erkek,1,Junior,SQL,Data Scientist,Kullanmıyorum,Kullanmıyorum,41 - 50
8/20/2025 14:08:27,Türkiye,Tam zamanlı,Remote,Kadın,4,Senior,"HTML/CSS, JavaScript, TypeScript",Frontend,React,"Strapi, Redux, Zustand, Supabase",61 - 70
8/20/2025 14:08:41,Türkiye,Tam zamanlı,Remote,Erkek,3,Mid,"JavaScript, Java",Fullstack,React,Redux,111 - 120
8/20/2025 14:08:43,Türkiye,Tam zamanlı,Remote,Erkek,5,Senior,"HTML/CSS, JavaScript, TypeScript",Frontend,React,Redux,111 - 120
8/20/2025 14:08:58,Türkiye,Tam zamanlı,Office,Erkek,3,Mid,"HTML/CSS, JavaScript, TypeScript, C#",Fullstack,React,Redux,71 - 80
8/20/2025 14:09:02,Türkiye,Tam zamanlı,Hybrid,Erkek,4,Mid,"HTML/CSS, JavaScript, TypeScript, Java, C#, SQL",Fullstack,"React, Angular",Kullanmıyorum,71 - 80
8/20/2025 14:09:40,Türkiye,Tam zamanlı,Hybrid,Erkek,1,Junior,"Python, SQL",Data Scientist,Kullanmıyorum,Kullanmıyorum,101 - 110
8/20/2025 14:09:52,Türkiye,Tam zamanlı,Hybrid,Erkek,5,Mid,Hiçbiri,Project Manager,Kullanmıyorum,Firebase,121 - 130
8/20/2025 14:09:54,Türkiye,Tam zamanlı,Office,Erkek,2,Mid,"HTML/CSS, JavaScript, C#, SQL",Fullstack,Kullanmıyorum,Kullanmıyorum,11 - 20
8/20/2025 14:10:36,Türkiye,Tam zamanlı,Hybrid,Erkek,11 - 15,Senior,"HTML/CSS, JavaScript, TypeScript",Frontend,"Vue, Vanilla",Kullanmıyorum,101 - 110
8/20/2025 14:10:43,Türkiye,Tam zamanlı,Hybrid,Erkek,16 - 20,Senior,"HTML/CSS, JavaScript, TypeScript",Frontend,React,Redux,151 - 160
8/20/2025 14:10:43,Türkiye,Tam zamanlı,Remote,Erkek,2,Mid,"JavaScript, C#, SQL",Fullstack,Kullanmıyorum,Kullanmıyorum,61 - 70
8/20/2025 14:10:47,Türkiye,Tam zamanlı,Hybrid,Erkek,3,Mid,Hiçbiri,Danışmanlık,Kullanmıyorum,Kullanmıyorum,51 - 60
8/20/2025 14:10:53,Türkiye,Kendi işim,Remote,Erkek,2,Mid,Dart,Frontend,Kullanmıyorum,"Supabase, Firebase",0 - 10
8/20/2025 14:10:56,Türkiye,Tam zamanlı,Remote,Erkek,0,Junior,Python,ML Engineer,Kullanmıyorum,FastApi,31 - 40
8/20/2025 14:11:00,Türkiye,Tam zamanlı,Remote,Erkek,0,Junior,"Python, SQL",Data Scientist,Kullanmıyorum,Kullanmıyorum,0 - 10
8/20/2025 14:11:15,Türkiye,Tam zamanlı,Remote,Erkek,3,Mid,"JavaScript, TypeScript",React Native,React,"Redux, Supabase, Firebase",41 - 50
8/20/2025 14:11:19,Avrupa,Yarı zamanlı,Hybrid,Erkek,2,Junior,"Python, SQL",Data Engineer,Kullanmıyorum,Kullanmıyorum,51 - 60
8/20/2025 14:11:30,Türkiye,Tam zamanlı,Remote,Kadın,1,Junior,"HTML/CSS, JavaScript, TypeScript",Frontend,React,Redux,21 - 30
8/20/2025 14:12:26,Türkiye,Tam zamanlı,Remote,Erkek,8,Senior,SQL,Backend,Kullanmıyorum,Kullanmıyorum,101 - 110
8/20/2025 14:12:33,Türkiye,Tam zamanlı,Office,Kadın,11 - 15,Senior,C#,Backend,Kullanmıyorum,Kullanmıyorum,121 - 130
8/20/2025 14:12:35,Türkiye,Tam zamanlı,Remote,Erkek,2,Junior,"C++, Objective C",Frontend,React,Firebase,51 - 60
8/20/2025 14:12:40,Türkiye,Tam zamanlı,Hybrid,Erkek,4,Mid,"HTML/CSS, JavaScript, PHP, SQL",Fullstack,Kullanmıyorum,Kullanmıyorum,61 - 70
8/20/2025 14:12:48,Türkiye,Tam zamanlı,Hybrid,Erkek,3,Mid,SQL,Business Analyst,Kullanmıyorum,Kullanmıyorum,51 - 60
8/20/2025 14:12:55,Türkiye,Tam zamanlı,Remote,Erkek,3,Mid,"HTML/CSS, JavaScript, TypeScript",React Native,React,"Redux, Zustand, Firebase",51 - 60
8/20/2025 14:12:59,Amerika,Tam zamanlı,Hybrid,Erkek,3,Mid,"HTML/CSS, Python, R Language",Business Analyst,Kullanmıyorum,Kullanmıyorum,141 - 150
8/20/2025 14:13:03,Türkiye,Tam zamanlı,Office,Erkek,8,Mid,"Java, Kotlin, Python, SQL",Android,Kullanmıyorum,Kullanmıyorum,91 - 100
8/20/2025 14:13:13,Türkiye,Tam zamanlı,Remote,Erkek,4,Senior,C#,Test Automation Engineer,Kullanmıyorum,Kullanmıyorum,71 - 80
8/20/2025 14:13:16,Türkiye,Tam zamanlı,Hybrid,Erkek,2,Junior,Swift,iOS,Kullanmıyorum,Firebase,41 - 50
8/20/2025 14:13:16,Türkiye,Tam zamanlı,Remote,Erkek,8,Senior,"Java, SQL",Backend,Kullanmıyorum,Kullanmıyorum,141 - 150
8/20/2025 14:13:19,Türkiye,Tam zamanlı,Remote,Kadın,3,Mid,"HTML/CSS, JavaScript, Python, C++, R Language",ML Engineer,Kullanmıyorum,FastApi,91 - 100
8/20/2025 14:13:27,Türkiye,Tam zamanlı,Remote,Erkek,5,Senior,TypeScript,Frontend,React,"Redux, Zustand, Firebase",111 - 120
8/20/2025 14:13:29,Türkiye,Tam zamanlı,Office,Erkek,1,Junior,"JavaScript, TypeScript, C#",Fullstack,React,"Redux, Firebase",21 - 30
8/20/2025 14:13:30,Türkiye,Tam zamanlı,Hybrid,Erkek,5,Senior,"HTML/CSS, JavaScript, TypeScript",Frontend,React,"Redux, Zustand, Firebase",121 - 130
8/20/2025 14:13:38,Türkiye,Tam zamanlı,Office,Erkek,1,Junior,"JavaScript, Matlab",Danışmanlık,Kullanmıyorum,Kullanmıyorum,21 - 30
8/20/2025 14:13:43,Türkiye,Tam zamanlı,Remote,Erkek,2,Mid,"Swift, Dart",Flutter,Kullanmıyorum,"FastApi, Supabase, Firebase",41 - 50
8/20/2025 14:13:50,Türkiye,Tam zamanlı,Office,Erkek,0,Junior,"HTML/CSS, JavaScript, C#, SQL",Frontend,"React, Vanilla","Jotai, Kullanmıyorum",41 - 50
8/20/2025 14:14:00,Türkiye,Tam zamanlı,Hybrid,Erkek,3,Mid,Bash,DevOps,Kullanmıyorum,Kullanmıyorum,71 - 80
8/20/2025 14:14:20,Türkiye,Tam zamanlı,Hybrid,Erkek,6,Senior,Kotlin,Android,Kullanmıyorum,Firebase,161 - 170
8/20/2025 14:14:20,Türkiye,Tam zamanlı,Office,Erkek,4,Team Lead,C#,Game Developer,Kullanmıyorum,Firebase,171 - 180
8/20/2025 14:14:22,Türkiye,Tam zamanlı,Remote,Erkek,1,Junior,"JavaScript, TypeScript, C#",Fullstack,React,Redux,41 - 50
8/20/2025 14:14:23,Türkiye,Tam zamanlı,Office,Erkek,3,Team Lead,"HTML/CSS, JavaScript, TypeScript, Go, SQL",Fullstack,React,"Zustand, Jotai, Supabase, Firebase",61 - 70
8/20/2025 14:14:31,Türkiye,Tam zamanlı,Remote,Erkek,3,Mid,"Go, Ruby",Backend,Kullanmıyorum,Kullanmıyorum,81 - 90
8/20/2025 14:14:34,Türkiye,Tam zamanlı,Remote,Erkek,4,Senior,"HTML/CSS, JavaScript, TypeScript, Java, C#, C, SQL",Fullstack,Vue,"Strapi, Firebase",81 - 90
8/20/2025 14:14:39,Türkiye,Tam zamanlı,Remote,Erkek,1,Junior,"HTML/CSS, JavaScript",Frontend,React,Redux,21 - 30
8/20/2025 14:14:46,Yurtdışı TR hub,Tam zamanlı,Remote,Erkek,6,Senior,"HTML/CSS, JavaScript, TypeScript",Frontend,"React, Angular",Redux,131 - 140
8/20/2025 14:14:49,Türkiye,Tam zamanlı,Hybrid,Erkek,5,Senior,"HTML/CSS, JavaScript, TypeScript, C#, SQL",Fullstack,Angular,Kullanmıyorum,91 - 100
8/20/2025 14:14:56,Türkiye,Tam zamanlı,Hybrid,Erkek,5,Senior,Swift,iOS,Kullanmıyorum,Firebase,121 - 130
8/20/2025 14:15:08,Türkiye,Tam zamanlı,Office,Erkek,5,Mid,"Python, C, C++",ML Engineer,Kullanmıyorum,Kullanmıyorum,71 - 80
8/20/2025 14:15:28,Türkiye,Tam zamanlı,Office,Erkek,2,Mid,"HTML/CSS, JavaScript, TypeScript, Java, C#, Swift, Python, Dart, C, C++",iOS,Kullanmıyorum,"Strapi, FastApi, Wordpress, Firebase",21 - 30
8/20/2025 14:15:29,Türkiye,Tam zamanlı,Hybrid,Erkek,1,Junior,"C#, SQL",Backend,Kullanmıyorum,Kullanmıyorum,61 - 70
8/20/2025 14:15:29,Türkiye,Tam zamanlı,Remote,Erkek,3,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,React,Zustand,71 - 80
8/20/2025 14:15:29,Türkiye,Tam zamanlı,Office,Kadın,0,Junior,"JavaScript, Java",Fullstack,React,Redux,21 - 30
8/20/2025 14:15:30,Türkiye,Tam zamanlı,Hybrid,Erkek,5,Mid,"Java, Go, C#, Kotlin, Python, SQL",Backend,Kullanmıyorum,Kullanmıyorum,201 - 210
8/20/2025 14:15:36,Türkiye,Tam zamanlı,Remote,Erkek,2,Junior,Hiçbiri,Manuel Tester,Kullanmıyorum,Kullanmıyorum,41 - 50
8/20/2025 14:15:39,Türkiye,Tam zamanlı,Office,Kadın,4,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,React,Kullanmıyorum,91 - 100
8/20/2025 14:15:40,Türkiye,Tam zamanlı,Remote,Erkek,5,Senior,"Kotlin, Swift",Android,Kullanmıyorum,Firebase,91 - 100
8/20/2025 14:15:44,Türkiye,Tam zamanlı,Remote,Erkek,16 - 20,Team Lead,"JavaScript, C#",Fullstack,"Vue, Vanilla",Kullanmıyorum,101 - 110
8/20/2025 14:15:51,Türkiye,Tam zamanlı,Hybrid,Erkek,11 - 15,Team Lead,Hiçbiri,Project Manager,Kullanmıyorum,Kullanmıyorum,141 - 150
8/20/2025 14:15:54,Türkiye,Tam zamanlı,Remote,Erkek,7,Senior,Hiçbiri,Fullstack,Kullanmıyorum,Kullanmıyorum,71 - 80
8/20/2025 14:16:02,Türkiye,Yarı zamanlı,Remote,Erkek,1,Junior,Python,ML Engineer,Kullanmıyorum,Kullanmıyorum,21 - 30
8/20/2025 14:16:02,Türkiye,Tam zamanlı,Remote,Erkek,2,Junior,"JavaScript, TypeScript, Java, SQL",Fullstack,"React, Vanilla",Redux,51 - 60
8/20/2025 14:16:21,Türkiye,Tam zamanlı,Remote,Erkek,10,Team Lead,"HTML/CSS, JavaScript, TypeScript",Frontend,Angular,Kullanmıyorum,111 - 120
8/20/2025 14:16:21,Türkiye,Tam zamanlı,Office,Kadın,2,Junior,"JavaScript, TypeScript",React Native,Kullanmıyorum,"Redux, Firebase",61 - 70
8/20/2025 14:16:26,Yurtdışı TR hub,Tam zamanlı,Remote,Erkek,4,Mid,"Python, SQL",Data Scientist,Kullanmıyorum,Kullanmıyorum,101 - 110
8/20/2025 14:16:35,Türkiye,Tam zamanlı,Remote,Erkek,8,Senior,"HTML/CSS, JavaScript, TypeScript, C#, SQL",Fullstack,React,Kullanmıyorum,111 - 120
8/20/2025 14:16:38,Yurtdışı TR hub,Tam zamanlı,Remote,Erkek,4,Mid,"JavaScript, TypeScript, Java",Backend,Kullanmıyorum,Kullanmıyorum,51 - 60
8/20/2025 14:16:45,Türkiye,Tam zamanlı,Office,Erkek,2,Junior,"HTML/CSS, JavaScript, TypeScript",Frontend,"React, Vue",Zustand,81 - 90
8/20/2025 14:16:46,Türkiye,Tam zamanlı,Remote,Erkek,7,Senior,"HTML/CSS, JavaScript, Java, Python",Backend,Vue,Kullanmıyorum,91 - 100
8/20/2025 14:16:48,Türkiye,Tam zamanlı,Remote,Erkek,16 - 20,Staff Engineer,"Java, Kotlin",IT Specialist,React,Kullanmıyorum,191 - 200
8/20/2025 14:16:53,Türkiye,Tam zamanlı,Office,Erkek,1,Junior,C#,Fullstack,Kullanmıyorum,Kullanmıyorum,31 - 40
8/20/2025 14:17:02,Türkiye,Tam zamanlı,Hybrid,Erkek,7,Senior,Python,Business Analyst,Kullanmıyorum,Kullanmıyorum,51 - 60
8/20/2025 14:17:12,Türkiye,Tam zamanlı,Office,Erkek,7,Senior,"HTML/CSS, JavaScript, TypeScript, C#, SQL",Fullstack,Angular,Kullanmıyorum,121 - 130
8/20/2025 14:17:16,Türkiye,Tam zamanlı,Hybrid,Erkek,8,Senior,Java,Backend,Kullanmıyorum,Kullanmıyorum,161 - 170
8/20/2025 14:17:26,Türkiye,Tam zamanlı,Remote,Erkek,10,Senior,"HTML/CSS, JavaScript, TypeScript, C#, SQL",Fullstack,Vue,"FastApi, Firebase",101 - 110
8/20/2025 14:17:37,Türkiye,Tam zamanlı,Hybrid,Erkek,5,Senior,Java,Fullstack,React,Kullanmıyorum,151 - 160
8/20/2025 14:17:41,Türkiye,Tam zamanlı,Hybrid,Erkek,7,Mid,"JavaScript, C#, SQL",Fullstack,Kullanmıyorum,Kullanmıyorum,111 - 120
8/20/2025 14:17:43,Türkiye,Yarı zamanlı,Remote,Erkek,0,Junior,JavaScript,React Native,Kullanmıyorum,Kullanmıyorum,21 - 30
8/20/2025 14:17:44,Türkiye,Tam zamanlı,Remote,Kadın,3,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,Vue,Kullanmıyorum,51 - 60
8/20/2025 14:17:45,Türkiye,Tam zamanlı,Office,Erkek,10,Senior,"TypeScript, C#, SQL",Backend,Angular,Kullanmıyorum,81 - 90
8/20/2025 14:17:46,Türkiye,Tam zamanlı,Remote,Kadın,4,Mid,"HTML/CSS, JavaScript, TypeScript, Java",Fullstack,"React, Vue",Redux,121 - 130
8/20/2025 14:17:57,Türkiye,Tam zamanlı,Hybrid,Erkek,4,Mid,"HTML/CSS, JavaScript, TypeScript, Java, C#, Cobol",Fullstack,React,Kullanmıyorum,101 - 110
8/20/2025 14:17:58,Türkiye,Tam zamanlı,Hybrid,Kadın,5,Mid,"HTML/CSS, Java, Python, SQL",Test Automation Engineer,Kullanmıyorum,"Strapi, Kullanmıyorum",81 - 90
8/20/2025 14:17:58,Türkiye,Tam zamanlı,Hybrid,Erkek,1,Junior,ABAP,SAP Developer,Kullanmıyorum,Kullanmıyorum,41 - 50
8/20/2025 14:18:01,Türkiye,Tam zamanlı,Remote,Erkek,3,Senior,Hiçbiri,Test Automation Engineer,Kullanmıyorum,Kullanmıyorum,71 - 80
8/20/2025 14:18:02,Türkiye,Tam zamanlı,Remote,Erkek,3,Mid,"HTML/CSS, JavaScript",Frontend,React,Kullanmıyorum,81 - 90
8/20/2025 14:18:08,Türkiye,Tam zamanlı,Office,Erkek,5,Mid,"C#, C, C++, Matlab",Embedded Systems Engineer,Kullanmıyorum,Kullanmıyorum,161 - 170
8/20/2025 14:18:15,Türkiye,Tam zamanlı,Office,Kadın,1,Junior,"HTML/CSS, JavaScript, Go, C#, Python, C, SQL, ABAP, Visual Basic",Data Scientist,Kullanmıyorum,"FastApi, Firebase",81 - 90
8/20/2025 14:18:15,Türkiye,Tam zamanlı,Remote,Erkek,3,Junior,"HTML/CSS, TypeScript, C#, SQL",Fullstack,"React, Angular",Firebase,21 - 30
8/20/2025 14:18:16,Türkiye,Tam zamanlı,Remote,Erkek,6,Senior,Kotlin,Android,Kullanmıyorum,Kullanmıyorum,81 - 90
8/20/2025 14:18:21,Türkiye,Tam zamanlı,Hybrid,Erkek,11 - 15,Senior,"JavaScript, Java, Go, C#, Python, C, C++, SQL, Cobol",Cyber Security Engineer,Kullanmıyorum,Kullanmıyorum,41 - 50
8/20/2025 14:18:21,Türkiye,Tam zamanlı,Office,Erkek,0,Junior,SQL,Business Analyst,Kullanmıyorum,Kullanmıyorum,81 - 90
8/20/2025 14:18:43,Türkiye,Tam zamanlı,Hybrid,Erkek,8,Senior,"TypeScript, Java, Go, C#, Kotlin, Python, SQL",Backend,Kullanmıyorum,Kullanmıyorum,191 - 200
8/20/2025 14:18:52,Avrupa,Tam zamanlı,Remote,Erkek,3,Mid,Swift,iOS,Kullanmıyorum,Kullanmıyorum,71 - 80
8/20/2025 14:18:55,Türkiye,Tam zamanlı,Hybrid,Erkek,2,Partner,Hiçbiri,Danışmanlık,Kullanmıyorum,Kullanmıyorum,61 - 70
8/20/2025 14:19:03,Türkiye,Tam zamanlı,Office,Erkek,1,Junior,"HTML/CSS, TypeScript, C#, SQL",Fullstack,"React, Angular","Redux, Zustand",21 - 30
8/20/2025 14:19:10,Avrupa,Tam zamanlı,Remote,Erkek,3,Mid,Hiçbiri,Manuel Tester,Kullanmıyorum,Kullanmıyorum,81 - 90
8/20/2025 14:19:13,Türkiye,Tam zamanlı,Remote,Erkek,5,Mid,"Kotlin, Dart",Flutter,Kullanmıyorum,Firebase,71 - 80
8/20/2025 14:19:45,Türkiye,Tam zamanlı,Hybrid,Erkek,9,Senior,"JavaScript, TypeScript, Java, Swift, Objective C",React Native,React,"Redux, Firebase",201 - 210
8/20/2025 14:19:45,Türkiye,Tam zamanlı,Remote,Kadın,10,Senior,Swift,iOS,Kullanmıyorum,Firebase,221 - 230
8/20/2025 14:19:55,Türkiye,Tam zamanlı,Remote,Erkek,3,Mid,C#,Backend,Kullanmıyorum,Kullanmıyorum,111 - 120
8/20/2025 14:20:24,Avrupa,Kendi işim,Remote,Erkek,4,Team Lead,"HTML/CSS, JavaScript, TypeScript, PHP, C#, Python, C++, Visual Basic",Fullstack,"React, Angular, Vue, Vanilla",Wordpress,131 - 140
8/20/2025 14:20:25,Türkiye,Tam zamanlı,Hybrid,Erkek,3,Senior,"C#, Python, SQL",Data Scientist,Kullanmıyorum,FastApi,121 - 130
8/20/2025 14:20:27,Türkiye,Tam zamanlı,Office,Erkek,5,Senior,"Python, SQL",Data Scientist,Kullanmıyorum,Firebase,71 - 80
8/20/2025 14:20:30,Türkiye,Tam zamanlı,Hybrid,Erkek,2,Junior,"C#, SQL",Test Automation Engineer,Kullanmıyorum,Kullanmıyorum,71 - 80
8/20/2025 14:20:32,Türkiye,Tam zamanlı,Remote,Kadın,5,Mid,"JavaScript, TypeScript, Java, SQL",Fullstack,React,Kullanmıyorum,111 - 120
8/20/2025 14:20:59,Türkiye,Tam zamanlı,Remote,Erkek,6,Senior,Kotlin,Android,Kullanmıyorum,Kullanmıyorum,151 - 160
8/20/2025 14:21:26,Türkiye,Tam zamanlı,Hybrid,Kadın,4,Junior,Hiçbiri,Project Manager,Kullanmıyorum,Kullanmıyorum,51 - 60
8/20/2025 14:21:43,Türkiye,Tam zamanlı,Office,Erkek,2,Mid,TypeScript,Frontend,"React, Angular",Redux,41 - 50
8/20/2025 14:21:43,Türkiye,Tam zamanlı,Hybrid,Erkek,7,Senior,"HTML/CSS, JavaScript, TypeScript, C#",Fullstack,React,"Redux, Firebase",111 - 120
8/20/2025 14:21:44,Türkiye,Tam zamanlı,Remote,Erkek,5,Mid,SQL,Business Analyst,Kullanmıyorum,Kullanmıyorum,61 - 70
8/20/2025 14:21:53,Türkiye,Tam zamanlı,Office,Erkek,1,Junior,Java,Backend,Kullanmıyorum,Kullanmıyorum,21 - 30
8/20/2025 14:21:54,Türkiye,Tam zamanlı,Hybrid,Erkek,1,Junior,"Python, Rust",ML Engineer,Kullanmıyorum,Kullanmıyorum,51 - 60
8/20/2025 14:22:06,Türkiye,Tam zamanlı,Remote,Erkek,4,Mid,Java,Backend,Kullanmıyorum,Kullanmıyorum,51 - 60
8/20/2025 14:22:10,Türkiye,Tam zamanlı,Hybrid,Erkek,3,Mid,"Python, SQL, Bash",Data Engineer,Kullanmıyorum,FastApi,91 - 100
8/20/2025 14:22:18,Türkiye,Tam zamanlı,Hybrid,Erkek,2,Junior,"C#, Python, C",Cyber Security Engineer,Kullanmıyorum,Kullanmıyorum,71 - 80
8/20/2025 14:22:24,Türkiye,Tam zamanlı,Remote,Erkek,4,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,React,"Wordpress, Redux, Supabase",51 - 60
8/20/2025 14:22:30,Türkiye,Tam zamanlı,Remote,Erkek,3,Junior,Swift,iOS,Kullanmıyorum,Firebase,71 - 80
8/20/2025 14:22:34,Türkiye,Tam zamanlı,Office,Erkek,11 - 15,Team Lead,"HTML/CSS, JavaScript, TypeScript, C#, SQL",Fullstack,"Angular, Vue",Kullanmıyorum,161 - 170
8/20/2025 14:22:45,Türkiye,Tam zamanlı,Remote,Erkek,3,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,React,"Redux, Zustand",111 - 120
8/20/2025 14:22:54,Avrupa,Freelance,Remote,Erkek,3,Junior,"HTML/CSS, JavaScript, TypeScript, Java, Hiçbiri",Test Automation Engineer,Kullanmıyorum,"FastApi, Redux, Zustand",91 - 100
8/20/2025 14:23:00,Türkiye,Tam zamanlı,Hybrid,Erkek,5,Mid,SQL,Business Analyst,Kullanmıyorum,Kullanmıyorum,111 - 120
8/20/2025 14:23:01,Türkiye,Tam zamanlı,Remote,Erkek,7,Team Lead,"HTML/CSS, PHP",Backend,Vanilla,Kullanmıyorum,101 - 110
8/20/2025 14:23:01,Avrupa,Tam zamanlı,Hybrid,Erkek,8,Team Lead,Hiçbiri,Project Manager,Kullanmıyorum,Kullanmıyorum,251 - 260
8/20/2025 14:23:07,Türkiye,Tam zamanlı,Remote,Erkek,16 - 20,Senior,"HTML/CSS, JavaScript, TypeScript, C#",Frontend,React,"Redux, Zustand, Jotai",121 - 130
8/20/2025 14:23:09,Türkiye,Tam zamanlı,Remote,Erkek,10,Team Lead,"HTML/CSS, JavaScript, Java, SQL",Fullstack,Kullanmıyorum,Kullanmıyorum,151 - 160
8/20/2025 14:23:21,Türkiye,Freelance,Remote,Erkek,2,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,React,"Strapi, Zustand, Jotai, Supabase, Firebase",11 - 20
8/20/2025 14:23:31,Türkiye,Tam zamanlı,Office,Erkek,2,Junior,"HTML/CSS, JavaScript, C#",Fullstack,Kullanmıyorum,Kullanmıyorum,41 - 50
8/20/2025 14:23:54,Türkiye,Tam zamanlı,Remote,Erkek,11 - 15,Architect,Java,Backend,Kullanmıyorum,Kullanmıyorum,171 - 180
8/20/2025 14:24:16,Amerika,Tam zamanlı,Remote,Erkek,11 - 15,Mid,"Python, Ruby, SQL",Data Scientist,Kullanmıyorum,Kullanmıyorum,300 +
8/20/2025 14:24:22,Türkiye,Tam zamanlı,Remote,Erkek,7,Senior,Kotlin,Android,Kullanmıyorum,Kullanmıyorum,151 - 160
8/20/2025 14:24:34,Türkiye,Tam zamanlı,Remote,Erkek,8,Senior,"Java, Kotlin",Android,Kullanmıyorum,Kullanmıyorum,151 - 160
8/20/2025 14:24:44,Türkiye,Tam zamanlı,Hybrid,Erkek,2,Mid,"JavaScript, Java",Fullstack,React,Redux,81 - 90
8/20/2025 14:25:09,Türkiye,Tam zamanlı,Remote,Erkek,3,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,React,"Wordpress, Redux, Zustand",61 - 70
8/20/2025 14:25:11,Türkiye,Tam zamanlı,Office,Erkek,7,Engineering Manager,"C#, Visual Basic",Danışmanlık,Kullanmıyorum,Kullanmıyorum,141 - 150
8/20/2025 14:25:35,Avrupa,Tam zamanlı,Hybrid,Erkek,4,Senior,"Python, SQL",Data Scientist,Kullanmıyorum,Kullanmıyorum,251 - 260
8/20/2025 14:25:39,Türkiye,Tam zamanlı,Remote,Erkek,4,Mid,"Java, C#, Python",Test Automation Engineer,Kullanmıyorum,Kullanmıyorum,111 - 120
8/20/2025 14:25:47,Amerika,Tam zamanlı,Hybrid,Erkek,0,Junior,"Python, C, Matlab",ML Engineer,Kullanmıyorum,Kullanmıyorum,201 - 210
8/20/2025 14:25:59,Türkiye,Tam zamanlı,Remote,Erkek,1,Junior,"JavaScript, TypeScript, PHP, Dart",Fullstack,React,"FastApi, Redux, Supabase",31 - 40
8/20/2025 14:26:08,Türkiye,Tam zamanlı,Hybrid,Erkek,3,Junior,Java,Backend,Kullanmıyorum,Kullanmıyorum,111 - 120
8/20/2025 14:26:15,Türkiye,Tam zamanlı,Office,Erkek,2,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,"React, Vanilla","Redux, Zustand",51 - 60
8/20/2025 14:26:26,Türkiye,Tam zamanlı,Hybrid,Erkek,3,Senior,SQL,Business Analyst,Kullanmıyorum,Kullanmıyorum,61 - 70
8/20/2025 14:26:45,Yurtdışı TR hub,Tam zamanlı,Remote,Erkek,8,Team Lead,"Java, Kotlin, Swift, Dart",Flutter,Kullanmıyorum,Firebase,141 - 150
8/20/2025 14:26:56,Türkiye,Tam zamanlı,Remote,Erkek,2,Mid,"HTML/CSS, JavaScript, TypeScript",Fullstack,React,"Redux, Firebase",51 - 60
8/20/2025 14:27:01,Türkiye,Tam zamanlı,Hybrid,Erkek,3,Mid,"Python, SQL",IT Specialist,Kullanmıyorum,Kullanmıyorum,61 - 70
8/20/2025 14:27:36,Türkiye,Tam zamanlı,Hybrid,Erkek,20 - 30,Architect,"Python, SQL",Data Engineer,Kullanmıyorum,Kullanmıyorum,241 - 250
8/20/2025 14:27:44,Türkiye,Tam zamanlı,Hybrid,Erkek,16 - 20,Team Lead,"HTML/CSS, TypeScript, C#, SQL",Fullstack,"React, Angular",Kullanmıyorum,201 - 210
8/20/2025 14:28:18,Türkiye,Tam zamanlı,Hybrid,Erkek,4,Mid,C#,Backend,Kullanmıyorum,Kullanmıyorum,51 - 60
8/20/2025 14:28:55,Türkiye,Tam zamanlı,Hybrid,Erkek,4,Senior,"Python, C, Matlab",Data Engineer,Kullanmıyorum,Kullanmıyorum,81 - 90
8/20/2025 14:29:03,Türkiye,Tam zamanlı,Remote,Erkek,4,Mid,"JavaScript, TypeScript",Backend,Kullanmıyorum,Kullanmıyorum,141 - 150
8/20/2025 14:29:10,Türkiye,Tam zamanlı,Hybrid,Erkek,11 - 15,Team Lead,"Java, Kotlin, SQL, Bash",Data Engineer,Kullanmıyorum,Kullanmıyorum,300 +
8/20/2025 14:29:11,Türkiye,Tam zamanlı,Remote,Erkek,1,Junior,"HTML/CSS, JavaScript, TypeScript, Java, SQL",Fullstack,Angular,Kullanmıyorum,51 - 60
8/20/2025 14:29:12,Yurtdışı TR hub,Tam zamanlı,Remote,Erkek,4,Senior,"HTML/CSS, JavaScript, TypeScript",Fullstack,"React, Vue, Vanilla","Redux, Zustand, Supabase, Firebase",171 - 180
8/20/2025 14:29:18,Türkiye,Tam zamanlı,Hybrid,Erkek,1,Junior,"Java, C, C++",Test Automation Engineer,Kullanmıyorum,Kullanmıyorum,51 - 60
